date,city,death,pm10,tempF,o3,dow,season
1990-06-26,balt,18,NA,74.5,5.3799013383,Tuesday,Spring
1990-06-27,balt,19,NA,79.0,20.743811206,Wednesday,Spring
1990-06-28,balt,15,25.576271186,81.0,15.975345296,Thursday,Spring
1990-06-29,balt,14,NA,83.0,23.227712721,Friday,Spring
1990-06-30,balt,21,NA,83.0,21.437466509,Saturday,Spring
1990-07-01,balt,21,NA,80.0,11.980734005,Sunday,Summer
1990-07-02,balt,27,NA,74.0,1.6585898146,Monday,Summer
1990-07-03,balt,17,NA,76.5,12.072274409,Tuesday,Summer
1990-07-04,balt,26,11.06200565,82.0,27.304011422,Wednesday,Summer
1990-07-05,balt,25,NA,87.0,19.35780832,Thursday,Summer
1990-07-06,balt,21,NA,80.0,18.732926787,Friday,Summer
1990-07-07,balt,25,NA,74.0,11.204168329,Saturday,Summer
1990-07-08,balt,14,NA,76.5,14.624273507,Sunday,Summer
1990-07-09,balt,20,NA,87.0,14.160816117,Monday,Summer
1990-07-10,balt,26,12.696304529,85.0,8.1814618422,Tuesday,Summer
1990-07-11,balt,17,NA,74.0,-8.930518311,Wednesday,Summer
1990-07-12,balt,18,NA,77.5,6.1860305141,Thursday,Summer
1990-07-13,balt,19,NA,64.0,-19.91974255,Friday,Summer
1990-07-14,balt,22,NA,74.0,-12.29710231,Saturday,Summer
1990-07-15,balt,20,NA,79.0,-5.06206995,Sunday,Summer
1990-07-16,balt,21,13.327586207,75.0,13.817919262,Monday,Summer
1990-07-17,balt,19,NA,76.5,6.0662337175,Tuesday,Summer
1990-07-18,balt,14,NA,78.5,12.064586281,Wednesday,Summer
1990-07-19,balt,30,NA,83.5,39.91586682,Thursday,Summer
1990-07-20,balt,23,NA,81.0,16.019213429,Friday,Summer
1990-07-21,balt,24,NA,79.5,-1.522333209,Saturday,Summer
1990-07-22,balt,22,9.3559322034,79.5,20.034362197,Sunday,Summer
1990-07-23,balt,22,NA,80.5,8.8724330396,Monday,Summer
1990-07-24,balt,17,NA,77.0,6.7265997063,Tuesday,Summer
1990-07-25,balt,29,NA,77.0,14.018266373,Wednesday,Summer
1990-07-26,balt,26,NA,79.5,25.071296676,Thursday,Summer
1990-07-27,balt,15,NA,77.5,12.822614199,Friday,Summer
1990-07-28,balt,21,-15.66101695,77.5,2.143266373,Saturday,Summer
1990-07-29,balt,11,NA,77.0,-6.648400294,Sunday,Summer
1990-07-30,balt,22,NA,76.0,15.705766373,Monday,Summer
1990-07-31,balt,18,NA,80.0,3.8515997063,Tuesday,Summer
1990-08-01,balt,25,NA,71.5,4.5898829737,Wednesday,Summer
1990-08-02,balt,22,NA,72.5,9.4685357562,Thursday,Summer
1990-08-03,balt,13,12.421417565,75.0,12.281035756,Friday,Summer
1990-08-04,balt,24,NA,76.0,38.031035756,Saturday,Summer
1990-08-05,balt,8,NA,75.0,18.031035756,Sunday,Summer
1990-08-06,balt,20,NA,74.5,-10.07222511,Monday,Summer
1990-08-07,balt,22,NA,75.5,2.2185357562,Tuesday,Summer
1990-08-08,balt,23,NA,75.5,4.1977024229,Wednesday,Summer
1990-08-09,balt,13,8.5,69.0,-5.01063091,Thursday,Summer
1990-08-10,balt,20,NA,72.5,-13.88563091,Friday,Summer
1990-08-11,balt,20,NA,77.5,-2.093964244,Saturday,Summer
1990-08-12,balt,16,NA,77.0,24.92686909,Sunday,Summer
1990-08-13,balt,19,NA,80.0,14.960383582,Monday,Summer
1990-08-14,balt,20,NA,77.0,6.4685357562,Tuesday,Summer
1990-08-15,balt,15,7.3275862069,75.0,11.072702423,Wednesday,Summer
1990-08-16,balt,23,NA,77.0,11.406941553,Thursday,Summer
1990-08-17,balt,24,NA,76.5,9.3227024229,Friday,Summer
1990-08-18,balt,25,NA,76.5,14.135202423,Saturday,Summer
1990-08-19,balt,12,NA,78.5,10.656035756,Sunday,Summer
1990-08-20,balt,18,NA,65.5,-23.07313091,Monday,Summer
1990-08-21,balt,24,-12.61016949,65.5,-21.94813091,Tuesday,Summer
1990-08-22,balt,21,NA,67.0,-19.98979758,Wednesday,Summer
1990-08-23,balt,21,NA,68.5,-17.38563091,Thursday,Summer
1990-08-24,balt,20,NA,74.0,-17.10532788,Friday,Summer
1990-08-25,balt,21,NA,75.5,-1.406464244,Saturday,Summer
1990-08-26,balt,12,NA,78.0,8.9893690895,Sunday,Summer
1990-08-27,balt,19,33.559322034,79.0,15.05186909,Monday,Summer
1990-08-28,balt,19,NA,80.0,4.3548993926,Tuesday,Summer
1990-08-29,balt,15,NA,78.0,5.9685357562,Wednesday,Summer
1990-08-30,balt,14,NA,72.5,-4.731645403,Thursday,Summer
1990-08-31,balt,16,NA,71.5,7.6143690895,Friday,Summer
1990-09-01,balt,20,NA,72.0,20.531035756,Saturday,Summer
1990-09-02,balt,15,13.96,77.0,25.635202423,Sunday,Summer
1990-09-03,balt,18,NA,75.5,7.0727024229,Monday,Summer
1990-09-04,balt,19,NA,69.5,-0.76063091,Tuesday,Summer
1990-09-05,balt,14,NA,70.0,8.5074850316,Wednesday,Summer
1990-09-06,balt,10,NA,77.0,20.093535756,Thursday,Summer
1990-09-07,balt,17,NA,80.0,3.4685357562,Friday,Summer
1990-09-08,balt,22,-12.67241379,68.5,1.4893690895,Saturday,Summer
1990-09-09,balt,21,NA,67.0,-1.156464244,Sunday,Summer
1990-09-10,balt,19,NA,74.5,-6.796862795,Monday,Summer
1990-09-11,balt,18,NA,73.5,-1.593964244,Tuesday,Summer
1990-09-12,balt,15,NA,76.0,0.935797661,Wednesday,Summer
1990-09-13,balt,26,NA,70.5,-15.09627127,Thursday,Summer
1990-09-14,balt,14,0.7466666667,71.0,-15.47489976,Friday,Summer
1990-09-15,balt,15,NA,71.0,-2.100932442,Saturday,Summer
1990-09-16,balt,21,NA,63.5,-12.26262879,Sunday,Summer
1990-09-17,balt,18,NA,56.0,-10.28971387,Monday,Summer
1990-09-18,balt,27,NA,54.5,-16.46233658,Tuesday,Summer
1990-09-19,balt,16,NA,58.0,-19.73223766,Wednesday,Summer
1990-09-20,balt,16,-7.61038961,67.5,-8.10513182,Thursday,Summer
1990-09-21,balt,20,NA,61.0,-9.605183809,Friday,Summer
1990-09-22,balt,32,NA,67.0,-8.072147903,Saturday,Summer
1990-09-23,balt,17,NA,58.0,-12.32325329,Sunday,Summer
1990-09-24,balt,26,NA,55.5,-15.27879304,Monday,Summer
1990-09-25,balt,31,NA,59.0,-7.466231282,Tuesday,Summer
1990-09-26,balt,14,17.291139241,58.5,-16.57182839,Wednesday,Summer
1990-09-27,balt,21,NA,64.0,-8.329508235,Thursday,Summer
1990-09-28,balt,29,NA,65.5,1.827051171,Friday,Summer
1990-09-29,balt,20,NA,69.5,5.9184290588,Saturday,Summer
1990-09-30,balt,16,NA,70.0,1.4065341193,Sunday,Summer
1990-10-01,balt,16,NA,61.0,-13.94140212,Monday,Autumn
1990-10-02,balt,25,-0.661016949,61.5,-10.18934845,Tuesday,Autumn
1990-10-03,balt,15,NA,59.0,-8.901968624,Wednesday,Autumn
1990-10-04,balt,20,NA,64.5,-10.47802623,Thursday,Autumn
1990-10-05,balt,22,NA,62.5,-10.91846313,Friday,Autumn
1990-10-06,balt,16,NA,69.0,-5.298963681,Saturday,Autumn
1990-10-07,balt,28,NA,68.0,-0.904436728,Sunday,Autumn
1990-10-08,balt,23,5.3275862069,70.0,-15.65279852,Monday,Autumn
1990-10-09,balt,17,NA,77.5,-4.454279756,Tuesday,Autumn
1990-10-10,balt,23,NA,73.5,-9.355762839,Wednesday,Autumn
1990-10-11,balt,21,NA,72.5,-11.50166493,Thursday,Autumn
1990-10-12,balt,13,NA,73.0,-13.53026779,Friday,Autumn
1990-10-13,balt,17,NA,75.0,-13.1853833,Saturday,Autumn
1990-10-14,balt,18,-7.98444666,70.5,-7.105350298,Sunday,Autumn
1990-10-15,balt,20,NA,65.5,-1.855487811,Monday,Autumn
1990-10-16,balt,17,NA,58.0,-4.142616524,Tuesday,Autumn
1990-10-17,balt,20,NA,60.5,-2.997814544,Wednesday,Autumn
1990-10-18,balt,15,NA,62.0,0.3833735749,Thursday,Autumn
1990-10-19,balt,21,NA,50.5,-2.772208288,Friday,Autumn
1990-10-20,balt,16,-12.85,48.5,-7.821300697,Saturday,Autumn
1990-10-21,balt,25,NA,52.5,-4.955239091,Sunday,Autumn
1990-10-22,balt,18,NA,60.5,-16.19850092,Monday,Autumn
1990-10-23,balt,18,NA,63.5,-14.36695526,Tuesday,Autumn
1990-10-24,balt,15,NA,57.0,-5.004193986,Wednesday,Autumn
1990-10-25,balt,21,NA,55.0,-2.361454712,Thursday,Autumn
1990-10-26,balt,15,-16.0,46.5,-0.642120279,Friday,Autumn
1990-10-27,balt,19,NA,44.0,-2.837939861,Saturday,Autumn
1990-10-28,balt,25,NA,51.0,-3.576526219,Sunday,Autumn
1990-10-29,balt,24,NA,46.0,-4.052060729,Monday,Autumn
1990-10-30,balt,21,NA,47.5,-13.00859443,Tuesday,Autumn
1990-10-31,balt,22,NA,56.5,-15.74990606,Wednesday,Autumn
1990-11-01,balt,20,42.836065574,59.0,-15.84771421,Thursday,Autumn
1990-11-02,balt,19,NA,61.5,-15.1916361,Friday,Autumn
1990-11-03,balt,33,NA,64.0,-4.43723566,Saturday,Autumn
1990-11-04,balt,33,NA,60.0,-0.917158652,Sunday,Autumn
1990-11-05,balt,26,NA,58.5,-3.729595874,Monday,Autumn
1990-11-06,balt,19,NA,55.0,-2.827362173,Tuesday,Autumn
1990-11-07,balt,18,-2.903225806,44.0,-12.97184898,Wednesday,Autumn
1990-11-08,balt,23,NA,40.0,-5.951359433,Thursday,Autumn
1990-11-09,balt,35,NA,42.5,-12.83612291,Friday,Autumn
1990-11-10,balt,27,NA,51.5,-7.924741553,Saturday,Autumn
1990-11-11,balt,37,NA,47.0,1.097673188,Sunday,Autumn
1990-11-12,balt,20,NA,44.0,0.8201704378,Monday,Autumn
1990-11-13,balt,21,-19.66315789,40.0,-2.187962518,Tuesday,Autumn
1990-11-14,balt,25,NA,41.5,-15.84336515,Wednesday,Autumn
1990-11-15,balt,17,NA,50.0,-14.11330464,Thursday,Autumn
1990-11-16,balt,21,NA,56.5,-15.26898216,Friday,Autumn
1990-11-17,balt,27,NA,49.5,-0.262381505,Saturday,Autumn
1990-11-18,balt,22,NA,41.5,3.585115745,Sunday,Autumn
1990-11-19,balt,24,-12.67010309,41.0,-7.099015168,Monday,Autumn
1990-11-20,balt,14,NA,45.0,-10.74717998,Tuesday,Autumn
1990-11-21,balt,24,NA,43.5,-13.12795556,Wednesday,Autumn
1990-11-22,balt,22,NA,45.5,-12.36159143,Thursday,Autumn
1990-11-23,balt,18,NA,55.5,-14.30906117,Friday,Autumn
1990-11-24,balt,29,NA,47.5,-1.993192086,Saturday,Autumn
1990-11-25,balt,27,-12.80612245,56.5,-6.645294253,Sunday,Autumn
1990-11-26,balt,23,NA,54.5,-16.19547481,Monday,Autumn
1990-11-27,balt,18,NA,55.5,-17.61014128,Tuesday,Autumn
1990-11-28,balt,23,NA,59.5,-18.44567483,Wednesday,Autumn
1990-11-29,balt,17,NA,54.0,-8.777770544,Thursday,Autumn
1990-11-30,balt,22,NA,37.0,-13.14536274,Friday,Autumn
1990-12-01,balt,21,0.27,41.5,-17.05513578,Saturday,Autumn
1990-12-02,balt,16,NA,45.5,-14.65579585,Sunday,Autumn
1990-12-03,balt,23,NA,49.0,-14.22304007,Monday,Autumn
1990-12-04,balt,29,NA,47.5,-8.312286495,Tuesday,Autumn
1990-12-05,balt,16,NA,33.5,-7.784744455,Wednesday,Autumn
1990-12-06,balt,23,NA,38.5,-17.87475346,Thursday,Autumn
1990-12-07,balt,22,0.606557377,41.0,-19.21486425,Friday,Autumn
1990-12-08,balt,14,NA,45.0,-16.78110659,Saturday,Autumn
1990-12-09,balt,16,NA,42.5,-11.28949493,Sunday,Autumn
1990-12-10,balt,30,NA,46.5,-12.31149713,Monday,Autumn
1990-12-11,balt,21,NA,36.5,-13.7941704,Tuesday,Autumn
1990-12-12,balt,21,NA,40.5,-20.10343882,Wednesday,Autumn
1990-12-13,balt,19,2.3398058252,51.0,-14.41446504,Thursday,Autumn
1990-12-14,balt,18,NA,35.5,-9.92369585,Friday,Autumn
1990-12-15,balt,18,NA,36.5,-19.05634879,Saturday,Autumn
1990-12-16,balt,20,NA,43.5,-16.77857101,Sunday,Autumn
1990-12-17,balt,23,NA,39.0,-16.40893405,Monday,Autumn
1990-12-18,balt,12,NA,54.0,-17.32175033,Tuesday,Autumn
1990-12-19,balt,15,-21.24590164,42.5,-15.45266342,Wednesday,Autumn
1990-12-20,balt,22,NA,39.0,-18.52595825,Thursday,Autumn
1990-12-21,balt,14,NA,47.0,-19.91759741,Friday,Autumn
1990-12-22,balt,25,NA,55.0,-20.58055121,Saturday,Autumn
1990-12-23,balt,30,NA,64.0,-19.59705286,Sunday,Autumn
1990-12-24,balt,20,NA,45.5,-5.759014165,Monday,Autumn
1990-12-25,balt,15,-19.67241379,26.0,-8.076808444,Tuesday,Autumn
1990-12-26,balt,24,NA,30.0,-15.28054132,Wednesday,Autumn
1990-12-27,balt,20,NA,26.5,-16.71508477,Thursday,Autumn
1990-12-28,balt,17,NA,32.0,-19.31271954,Friday,Autumn
1990-12-29,balt,21,NA,34.5,-20.53562933,Saturday,Autumn
1990-12-30,balt,18,NA,52.0,-17.66943021,Sunday,Autumn
1990-12-31,balt,19,-28.67241379,45.5,-12.14394432,Monday,Autumn
1991-01-01,balt,25,NA,31.0,-14.77114454,Tuesday,Winter
1991-01-02,balt,26,NA,37.5,-18.05483541,Wednesday,Winter
1991-01-03,balt,19,NA,35.5,-19.48277821,Thursday,Winter
1991-01-04,balt,20,NA,33.0,-15.86544393,Friday,Winter
1991-01-05,balt,21,NA,31.0,-18.94980236,Saturday,Winter
1991-01-06,balt,20,-3.480351041,39.5,-20.41308619,Sunday,Winter
1991-01-07,balt,27,NA,33.0,-16.6061555,Monday,Winter
1991-01-08,balt,18,-19.23214286,26.0,-13.86564395,Tuesday,Winter
1991-01-09,balt,19,NA,36.0,-17.84542942,Wednesday,Winter
1991-01-10,balt,22,NA,39.5,-16.4731498,Thursday,Winter
1991-01-11,balt,20,NA,33.5,-13.51673569,Friday,Winter
1991-01-12,balt,34,-15.97013547,37.5,-17.32132864,Saturday,Winter
1991-01-13,balt,20,NA,33.5,-9.356532165,Sunday,Winter
1991-01-14,balt,15,7.8157894737,33.0,-18.75029654,Monday,Winter
1991-01-15,balt,21,NA,41.0,-19.89922393,Tuesday,Winter
1991-01-16,balt,33,NA,47.0,-20.72554407,Wednesday,Winter
1991-01-17,balt,25,NA,40.5,-12.46977447,Thursday,Winter
1991-01-18,balt,18,-16.72881356,38.0,-14.31630912,Friday,Winter
1991-01-19,balt,24,NA,42.0,-15.07277227,Saturday,Winter
1991-01-20,balt,24,-17.65517241,46.0,-11.58624861,Sunday,Winter
1991-01-21,balt,24,NA,35.0,-18.29416941,Monday,Winter
1991-01-22,balt,18,NA,20.0,NA,Tuesday,Winter
1991-01-23,balt,15,NA,26.0,NA,Wednesday,Winter
1991-01-24,balt,29,-10.53991148,35.0,NA,Thursday,Winter
1991-01-25,balt,24,NA,25.0,NA,Friday,Winter
1991-01-26,balt,32,0.188034188,26.5,NA,Saturday,Winter
1991-01-27,balt,20,NA,37.0,NA,Sunday,Winter
1991-01-28,balt,22,4.1196581197,42.5,NA,Monday,Winter
1991-01-29,balt,27,NA,40.0,NA,Tuesday,Winter
1991-01-30,balt,29,21.530494582,45.0,-21.11845075,Wednesday,Winter
1991-01-31,balt,21,NA,39.5,-4.656542057,Thursday,Winter
1991-02-01,balt,17,-14.12605042,31.5,NA,Friday,Winter
1991-02-02,balt,19,NA,41.0,NA,Saturday,Winter
1991-02-03,balt,31,32.87394958,48.0,NA,Sunday,Winter
1991-02-04,balt,16,NA,53.5,NA,Monday,Winter
1991-02-05,balt,13,52.336904762,56.0,NA,Tuesday,Winter
1991-02-06,balt,21,NA,50.5,NA,Wednesday,Winter
1991-02-07,balt,19,-12.12396694,47.5,NA,Thursday,Winter
1991-02-08,balt,28,NA,42.0,NA,Friday,Winter
1991-02-09,balt,32,-4.024793388,43.5,NA,Saturday,Winter
1991-02-10,balt,24,NA,39.0,NA,Sunday,Winter
1991-02-11,balt,18,-9.568354801,34.0,NA,Monday,Winter
1991-02-12,balt,31,NA,27.5,NA,Tuesday,Winter
1991-02-13,balt,23,-1.032520325,39.0,NA,Wednesday,Winter
1991-02-14,balt,21,NA,47.0,NA,Thursday,Winter
1991-02-15,balt,26,-0.162601626,30.0,NA,Friday,Winter
1991-02-16,balt,19,NA,22.5,NA,Saturday,Winter
1991-02-17,balt,21,-14.14240315,29.0,NA,Sunday,Winter
1991-02-18,balt,27,NA,38.0,NA,Monday,Winter
1991-02-19,balt,18,-11.0483871,52.5,NA,Tuesday,Winter
1991-02-20,balt,21,NA,54.5,NA,Wednesday,Winter
1991-02-21,balt,28,-5.161290323,46.5,NA,Thursday,Winter
1991-02-22,balt,15,NA,54.0,NA,Friday,Winter
1991-02-23,balt,26,-24.47291162,33.5,NA,Saturday,Winter
1991-02-24,balt,27,NA,35.5,NA,Sunday,Winter
1991-02-25,balt,21,-0.214285714,41.5,NA,Monday,Winter
1991-02-26,balt,16,NA,36.5,NA,Tuesday,Winter
1991-02-27,balt,18,15.103174603,31.5,NA,Wednesday,Winter
1991-02-28,balt,19,NA,40.5,NA,Thursday,Winter
1991-03-01,balt,35,17.732142857,50.5,NA,Friday,Winter
1991-03-02,balt,26,NA,62.5,NA,Saturday,Winter
1991-03-03,balt,11,-13.84375,58.0,NA,Sunday,Winter
1991-03-04,balt,22,NA,47.0,NA,Monday,Winter
1991-03-05,balt,24,NA,46.5,NA,Tuesday,Winter
1991-03-06,balt,19,NA,45.0,NA,Wednesday,Winter
1991-03-07,balt,15,-12.26785714,44.5,NA,Thursday,Winter
1991-03-08,balt,27,NA,38.5,NA,Friday,Winter
1991-03-09,balt,28,NA,37.0,NA,Saturday,Winter
1991-03-10,balt,25,NA,39.5,NA,Sunday,Winter
1991-03-11,balt,27,NA,39.0,NA,Monday,Winter
1991-03-12,balt,21,NA,37.0,NA,Tuesday,Winter
1991-03-13,balt,20,-9.207699063,33.0,NA,Wednesday,Winter
1991-03-14,balt,18,NA,35.0,NA,Thursday,Winter
1991-03-15,balt,14,-19.96212121,40.5,NA,Friday,Winter
1991-03-16,balt,22,NA,42.0,NA,Saturday,Winter
1991-03-17,balt,23,-8.924242424,45.0,NA,Sunday,Winter
1991-03-18,balt,19,NA,49.5,NA,Monday,Winter
1991-03-19,balt,15,-11.69130562,48.5,NA,Tuesday,Winter
1991-03-20,balt,25,NA,50.5,NA,Wednesday,Winter
1991-03-21,balt,25,2.0447761194,57.0,NA,Thursday,Winter
1991-03-22,balt,14,NA,48.5,NA,Friday,Winter
1991-03-23,balt,19,-21.8880597,46.0,NA,Saturday,Winter
1991-03-24,balt,18,NA,53.5,NA,Sunday,Winter
1991-03-25,balt,26,-15.80740741,50.0,NA,Monday,Winter
1991-03-26,balt,16,NA,43.0,NA,Tuesday,Winter
1991-03-27,balt,18,10.345588235,57.5,-11.066902,Wednesday,Winter
1991-03-28,balt,24,NA,67.0,5.359620817,Thursday,Winter
1991-03-29,balt,19,-15.44117647,53.5,-16.09403705,Friday,Winter
1991-03-30,balt,26,NA,40.5,5.1387737323,Saturday,Winter
1991-03-31,balt,13,-14.90511501,41.0,0.2663864936,Sunday,Winter
1991-04-01,balt,21,NA,44.5,-5.049936987,Monday,Spring
1991-04-02,balt,19,-9.391304348,41.5,-3.745206514,Tuesday,Spring
1991-04-03,balt,26,NA,44.0,-7.56972103,Wednesday,Spring
1991-04-04,balt,17,4.6956521739,49.0,-0.520141072,Thursday,Spring
1991-04-05,balt,16,NA,54.0,-12.64613546,Friday,Spring
1991-04-06,balt,27,-4.213065262,62.5,3.1671601579,Saturday,Spring
1991-04-07,balt,17,NA,68.0,3.7786838103,Sunday,Spring
1991-04-08,balt,20,45.985714286,71.0,-4.526136346,Monday,Spring
1991-04-09,balt,33,NA,75.0,0.1157419726,Tuesday,Spring
1991-04-10,balt,15,49.078571429,60.0,8.5117092867,Wednesday,Spring
1991-04-11,balt,21,NA,52.5,10.286252502,Thursday,Spring
1991-04-12,balt,15,-11.00694637,51.0,5.8407079475,Friday,Spring
1991-04-13,balt,29,NA,45.5,2.2132326999,Saturday,Spring
1991-04-14,balt,13,-22.76760563,45.5,5.4520940861,Sunday,Spring
1991-04-15,balt,18,NA,50.5,-11.61652528,Monday,Spring
1991-04-16,balt,19,-3.845070423,62.5,4.2454168966,Tuesday,Spring
1991-04-17,balt,16,NA,66.0,6.4200593609,Wednesday,Spring
1991-04-18,balt,29,-1.473089411,52.5,2.8089482497,Thursday,Spring
1991-04-19,balt,21,NA,48.5,10.868844457,Friday,Spring
1991-04-20,balt,18,-17.71527778,47.5,3.859690824,Saturday,Spring
1991-04-21,balt,20,NA,47.5,-4.527685414,Sunday,Spring
1991-04-22,balt,15,-22.84722222,51.5,-2.657773422,Monday,Spring
1991-04-23,balt,17,NA,53.5,10.22355221,Tuesday,Spring
1991-04-24,balt,25,-6.557539683,57.5,1.5564730022,Wednesday,Spring
1991-04-25,balt,10,NA,60.5,13.163560341,Thursday,Spring
1991-04-26,balt,27,24.986206897,61.5,9.8366901544,Friday,Spring
1991-04-27,balt,18,NA,66.5,11.766420627,Saturday,Spring
1991-04-28,balt,27,9.9103448276,65.5,12.183224808,Sunday,Spring
1991-04-29,balt,23,NA,57.5,1.9516733632,Monday,Spring
1991-04-30,balt,16,10.550136612,68.0,-12.20227627,Tuesday,Spring
1991-05-01,balt,26,NA,67.0,7.7910513228,Wednesday,Spring
1991-05-02,balt,20,20.959183673,60.5,4.1752647441,Thursday,Spring
1991-05-03,balt,23,NA,56.0,-0.833398622,Friday,Spring
1991-05-04,balt,22,-12.81506849,59.0,-1.607738556,Saturday,Spring
1991-05-05,balt,20,NA,61.0,6.7806002776,Sunday,Spring
1991-05-06,balt,17,-8.289666276,68.5,0.6862200063,Monday,Spring
1991-05-07,balt,22,NA,59.0,3.2889658399,Tuesday,Spring
1991-05-08,balt,19,23.121621622,61.0,4.2520771578,Wednesday,Spring
1991-05-09,balt,22,NA,60.0,-7.615814011,Thursday,Spring
1991-05-10,balt,16,17.108108108,67.5,10.68782772,Friday,Spring
1991-05-11,balt,23,NA,63.5,17.343416888,Saturday,Spring
1991-05-12,balt,25,12.645917226,70.5,20.181957437,Sunday,Spring
1991-05-13,balt,20,NA,78.5,16.717502748,Monday,Spring
1991-05-14,balt,17,21.353333333,77.0,16.50230287,Tuesday,Spring
1991-05-15,balt,18,NA,76.5,27.52694748,Wednesday,Spring
1991-05-16,balt,23,7.1066666667,72.5,18.796880408,Thursday,Spring
1991-05-17,balt,20,NA,75.0,-1.052504528,Friday,Spring
1991-05-18,balt,21,-7.273951435,63.0,6.5937197715,Saturday,Spring
1991-05-19,balt,26,NA,57.0,14.957730263,Sunday,Spring
1991-05-20,balt,15,-13.84210526,58.5,5.626693701,Monday,Spring
1991-05-21,balt,9,NA,69.0,4.4858927041,Tuesday,Spring
1991-05-22,balt,26,7.9802631579,73.5,5.5445295369,Wednesday,Spring
1991-05-23,balt,19,NA,77.0,16.946978536,Thursday,Spring
1991-05-24,balt,19,4.5081967213,76.0,15.685283823,Friday,Spring
1991-05-25,balt,24,NA,81.0,18.583302362,Saturday,Spring
1991-05-26,balt,21,-7.74025974,82.0,19.56613676,Sunday,Spring
1991-05-27,balt,15,NA,80.5,5.2409108392,Monday,Spring
1991-05-28,balt,27,21.163398693,83.5,12.650479941,Tuesday,Spring
1991-05-29,balt,17,NA,83.0,23.266795139,Wednesday,Spring
1991-05-30,balt,24,22.274675325,83.5,19.02384917,Thursday,Spring
1991-05-31,balt,23,NA,84.5,25.565153289,Friday,Spring
1991-06-01,balt,18,16.167741935,81.5,24.132416638,Saturday,Spring
1991-06-02,balt,18,NA,77.0,31.227058335,Sunday,Spring
1991-06-03,balt,19,23.316129032,77.0,13.330085116,Monday,Spring
1991-06-04,balt,23,NA,71.5,6.809315729,Tuesday,Spring
1991-06-05,balt,15,-20.14754098,64.5,2.809836346,Wednesday,Spring
1991-06-06,balt,15,NA,63.0,-2.479627013,Thursday,Spring
1991-06-07,balt,26,5.5095541401,65.0,0.651728525,Friday,Spring
1991-06-08,balt,16,NA,69.0,10.444086863,Saturday,Spring
1991-06-09,balt,19,4.4777070064,75.5,27.119960024,Sunday,Spring
1991-06-10,balt,24,NA,78.0,31.649371275,Monday,Spring
1991-06-11,balt,22,38.160375226,79.0,25.299804253,Tuesday,Spring
1991-06-12,balt,19,NA,78.0,-4.013835681,Wednesday,Spring
1991-06-13,balt,16,-9.559748428,71.5,-0.601763635,Thursday,Spring
1991-06-14,balt,18,NA,70.0,10.831076305,Friday,Spring
1991-06-15,balt,29,24.572327044,78.0,40.697071544,Saturday,Spring
1991-06-16,balt,22,NA,86.0,24.944969154,Sunday,Spring
1991-06-17,balt,20,2.8004098361,82.0,24.075961403,Monday,Spring
1991-06-18,balt,17,NA,70.5,1.7079574237,Tuesday,Spring
1991-06-19,balt,27,NA,69.0,-6.039159407,Wednesday,Spring
1991-06-20,balt,22,NA,77.5,15.1368477,Thursday,Spring
1991-06-21,balt,19,35.48447205,79.5,26.758825146,Friday,Spring
1991-06-22,balt,13,NA,72.5,22.374942494,Saturday,Spring
1991-06-23,balt,18,-13.65895062,63.0,-4.887102002,Sunday,Spring
1991-06-24,balt,12,NA,67.5,6.8031389737,Monday,Spring
1991-06-25,balt,21,-0.288343558,70.5,11.148563862,Tuesday,Spring
1991-06-26,balt,22,NA,70.0,-0.732765925,Wednesday,Spring
1991-06-27,balt,16,-8.355828221,72.5,6.5652521994,Thursday,Spring
1991-06-28,balt,17,NA,80.5,28.523513496,Friday,Spring
1991-06-29,balt,21,19.025,85.5,32.845940884,Saturday,Spring
1991-06-30,balt,23,NA,87.0,34.912925921,Sunday,Spring
1991-07-01,balt,22,-2.303030303,78.0,1.3242011596,Monday,Summer
1991-07-02,balt,23,NA,78.5,-13.57630815,Tuesday,Summer
1991-07-03,balt,13,15.527272727,80.5,-12.40487038,Wednesday,Summer
1991-07-04,balt,16,NA,73.0,-13.8310127,Thursday,Summer
1991-07-05,balt,22,1.5149717514,74.0,-17.78874387,Friday,Summer
1991-07-06,balt,16,NA,79.5,7.024459071,Saturday,Summer
1991-07-07,balt,28,16.796407186,84.0,9.0911923729,Sunday,Summer
1991-07-08,balt,25,NA,83.0,6.3177118433,Monday,Summer
1991-07-09,balt,19,-5.167664671,80.0,10.850806476,Tuesday,Summer
1991-07-10,balt,13,NA,75.0,-0.438695031,Wednesday,Summer
1991-07-11,balt,24,3.2630670862,78.0,14.879314654,Thursday,Summer
1991-07-12,balt,15,NA,76.5,12.450833501,Friday,Summer
1991-07-13,balt,23,3.8392857143,82.0,6.8712297496,Saturday,Summer
1991-07-14,balt,20,NA,79.5,18.981674699,Sunday,Summer
1991-07-15,balt,12,-8.357142857,77.0,9.9780998822,Monday,Summer
1991-07-16,balt,14,NA,76.5,14.312704811,Tuesday,Summer
1991-07-17,balt,20,5.2572108237,80.0,24.535496642,Wednesday,Summer
1991-07-18,balt,20,NA,83.5,17.75408465,Thursday,Summer
1991-07-19,balt,23,2.875739645,86.0,7.5077255982,Friday,Summer
1991-07-20,balt,20,NA,86.0,38.710634152,Saturday,Summer
1991-07-21,balt,28,49.881656805,88.5,37.326506817,Sunday,Summer
1991-07-22,balt,27,NA,86.5,22.832534013,Monday,Summer
1991-07-23,balt,29,25.631146705,88.0,20.47498377,Tuesday,Summer
